Posted Date,Letter Issue Date,Company Name,Issuing Office,Subject,Response Letter,Closeout Letter
11/26/2024,08/30/2024,Kyokuyo Global Seafoods Co. LTD.,Center for Food Safety and Applied Nutrition,Seafood HACCP/CGMP for Foods/Adulterated,,
11/26/2024,08/28/2024,Barohup Inc.,Division of West Coast Imports,Foreign Supplier Verification Program (FSVP),,
11/26/2024,10/11/2024,Adept Medical Ltd.,Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated/Misbranded,,
11/26/2024,11/18/2024,Stew Leonard’s Holdings LLC,Human Foods Program,Food Labeling/Misbranded,,
11/26/2024,10/17/2024,"Maruhachi Muramatsu Inc., Danchi Factory",Human Foods Program,Seafood HACCP/CGMP for Foods/Adulterated,,
11/26/2024,11/21/2024,Catwalk Cosmetic Laboratories Pty Ltd.,Center for Drug Evaluation and Research (CDER),CGMP/Finished Pharmaceuticals/Adulterated,,
11/26/2024,11/18/2024,"Hangzhou Huiji Biotechnology Co., Ltd.",Center for Drug Evaluation and Research (CDER),CGMP/Finished Pharmaceuticals/Adulterated,,
11/26/2024,06/24/2024,Advance Nature Sdn Bhd,Center for Food Safety and Applied Nutrition,Low Acid Canned Food Regulation/Adulterated,,
11/26/2024,08/13/2024,Agustson A/S,Center for Food Safety and Applied Nutrition,Acidified Foods/Emergency Permit Control/Adulterated,,
11/26/2024,11/20/2024,Eurosirel S.P.A,Center for Drug Evaluation and Research (CDER),CGMP/Finished Pharmaceuticals/Adulterated,,
11/26/2024,03/06/2024,Procesadora Vikingo C.A.,Center for Food Safety and Applied Nutrition,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,,
11/26/2024,10/29/2024,"Tova Industries, LLC",Human Foods Program,Acidified Foods/Emergency Permit Control/Adulterated,,12/03/2024
12/03/2024,12/03/2024,"Han C. Phan, M.D.",Center for Drug Evaluation and Research (CDER),Clinical Investigator,,
12/03/2024,12/03/2024,"Applied Therapeutics, Inc.",Center for Drug Evaluation and Research (CDER),Sponsor,,
08/03/2021,07/30/2021,"Ocho Rios-Miami, Inc.",Division of Human and Animal Food Operations East IV,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,,
10/03/2023,09/26/2023,"Apollo Import Export, Inc.",Division of West Coast Imports,Foreign Supplier Verification Program (FSVP),,
11/15/2022,11/07/2022,Conners Clinic,Center for Food Safety and Applied Nutrition,New Drug/Misbranded,,
11/12/2024,05/31/2024,"Rongcheng Jiayuan Food Co., Ltd",Center for Food Safety and Applied Nutrition (CFSAN),Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,,11/15/2024
11/19/2024,11/06/2024,"Unexo Lifesciences, Private Limited",Center for Drug Evaluation and Research (CDER),CGMP/Finished Pharmaceuticals/Adulterated,,
11/19/2024,11/05/2024,"Colgate-Palmolive/Tom's of Maine, Inc.",Center for Drug Evaluation and Research (CDER),CGMP/Finished Pharmaceuticals/Adulterated,,
11/19/2024,11/07/2024,Originitalia SRL,Center for Drug Evaluation and Research (CDER),CGMP/Finished Pharmaceuticals/Adulterated,,
11/19/2024,10/30/2024,"Tianjin Darentang Jingwanhong Pharmaceutical Co., Ltd.",Center for Drug Evaluation and Research (CDER),CGMP/Finished Pharmaceuticals/Adulterated,,
11/19/2024,11/06/2024,"Richard W. Foltin, Ph.D.",Center for Drug Evaluation and Research (CDER),Clinical Investigator (Sponsor),,
12/09/2024,12/09/2024,"MVRB2, LLC, d/b/a Kure CBD & Vape",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
12/10/2024,11/22/2024,Mid America Pet Food LLC,Center for Veterinary Medicine,"CGMP/Food for Animals/Prepared, Packed or Held Under Insanitary Conditions/Adulterated",,
12/10/2024,11/13/2024,"Guangzhou Four E’s Scientific Co., Ltd.",Center for Drug Evaluation and Research (CDER),CGMP/Finished Pharmaceuticals/Adulterated,,
12/10/2024,09/30/2024,Knickerbocker 365 Inc.,Office of Human & Animal Food Operations East 6,"CGMP/Manufacturing, Packing or Holding Human Food/Adulterated/Insanitary Conditions",,
12/10/2024,11/21/2024,"Dr. Brite, LLC",Center for Drug Evaluation and Research (CDER),CGMP/Finished Pharmaceuticals/Adulterated,,
12/10/2024,11/05/2024,Purcell International,Division of West Coast Imports,Foreign Supplier Verification Program (FSVP),,
12/10/2024,11/04/2024,WANABANA USA LLC,Division of Southeast Imports,Foreign Supplier Verification Program (FSVP),,
12/10/2024,11/04/2024,"Caribbean Produce Exchange, LLC",Division of Southeast Imports,Foreign Supplier Verification Program (FSVP),,
12/17/2024,12/10/2024,Veronvy,Center for Drug Evaluation and Research (CDER),Unapproved New Drugs/Misbranded,,
12/31/2024,12/18/2024,Bhargava Phytolab Private Limited,Center for Drug Evaluation and Research (CDER),CGMP/Finished Pharmaceutical/API/Adulterated,,
12/19/2024,12/19/2024,JBRANDS LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
12/19/2024,12/18/2024,Chris Brown Vapes,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
12/19/2024,12/18/2024,Vape Mania,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
12/19/2024,12/18/2024,Vapezilla LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
12/19/2024,12/18/2024,Shindler Distribution Inc. d/b/a VapoRush,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
12/19/2024,12/18/2024,Jai Guruji LLC d/b/a Vape Marley,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
08/27/2024,08/05/2024,Anglo Freight USA Inc.,Division of Northern Border Imports,Foreign Supplier Verification Program (FSVP),,
12/17/2024,11/22/2024,"Becton, Dickinson, and Company/CareFusion 303, Inc.",Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated/Misbranded,,
12/17/2024,12/03/2024,Micro Orgo Chem,Center for Drug Evaluation and Research (CDER),CGMP/Active Pharmaceutical Ingredient (API)/Adulterated,,
12/17/2024,12/10/2024,Xcel Research LLC,Center for Drug Evaluation and Research (CDER),Unapproved New Drugs/Misbranded,,
12/17/2024,12/10/2024,"Prime Vitality, Inc. dba Prime Peptides",Center for Drug Evaluation and Research (CDER),Unapproved New Drugs/Misbranded,,
12/17/2024,12/10/2024,Summit Research Peptides,Center for Drug Evaluation and Research (CDER),Unapproved New Drugs/Misbranded,,
12/17/2024,12/10/2024,Swisschems,Center for Drug Evaluation and Research (CDER),Unapproved New Drugs/Misbranded,,
12/03/2024,10/25/2024,"Calavo Growers, Inc.",Human Foods Program,"Standards for the Growing, Harvesting, Packing, and Holding of Produce for Human Consumption/Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated",,
10/15/2024,09/25/2024,"Bernardo Farms, LLC",Center for Food Safety and Applied Nutrition,"Standards for the Growing, Harvesting, Packing, and Holding of Produce for Human Consumption/Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated",,
10/31/2024,10/24/2024,"Modern Smoking Solutions, LLC",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
10/31/2024,10/31/2024,Liquid Nics LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
11/05/2024,10/29/2024,Armstrong County Memorial Hospital,Center for Drug Evaluation and Research (CDER),Institutional Review Board (IRB),,
11/08/2024,11/06/2024,Daddy’s Vapor Distro Inc.,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
11/06/2024,11/04/2024,"Global Source Distribution, LLC",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
11/12/2024,11/05/2024,Multaler et Cie SAS,Center for Drug Evaluation and Research (CDER),CGMP/Finished Pharmaceuticals/Adulterated/Unapproved New Drug,,
11/12/2024,11/07/2024,"Zhejiang Qimei Cosmetics Co., Ltd.",Center for Drug Evaluation and Research (CDER),CGMP/Finished Pharmaceuticals/Adulterated,,
11/12/2024,11/01/2024,"Owens & Minor, Inc. dba American Contract Systems, Inc.",Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated,,
11/08/2024,10/18/2024,Rolence Ent. Inc.,Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated,,
11/08/2024,09/10/2024,Micro-X Ltd.,Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated,,
11/05/2024,10/22/2024,"Ardent Animal Health, LLC",Center for Veterinary Medicine,Unapproved New Animal Drug Products,,
11/05/2024,10/24/2024,Fancy Drops Beauty LLC,Center for Drug Evaluation and Research (CDER),Unapproved New Drugs/Misbranded,,
11/05/2024,06/03/2024,"Top Health Manufacturing, LLC",Division of Human and Animal Food Operations West IV,CGMP/Dietary Supplement/Adulterated,,
11/05/2024,10/10/2024,"Analytical Food Laboratories, Inc.",Center for Drug Evaluation and Research (CDER),CGMP/Finished Pharmaceuticals/Adulterated,,
12/24/2024,12/19/2024,"Viatris, Inc.",Center for Drug Evaluation and Research (CDER),CGMP/Finished Pharmaceuticals/Adulterated,,
12/24/2024,12/17/2024,Anne’s Daye Ltd dba Tampon Innovations,Center for Devices and Radiological Health,Investigational Device Exemptions (IDE)/Premarket Approval Application (PMA) Adulterated Device,,
12/24/2024,10/28/2024,Rontis Hellas S.A.,Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated,,
12/24/2024,12/17/2024,Akron Formulations India Private Limited,Center for Drug Evaluation and Research (CDER),CGMP/Finished Pharmaceutical/Adulterated,,
12/24/2024,12/17/2024,Brands International Corporation,Center for Drug Evaluation and Research (CDER),CGMP/Finished Pharmaceutical/Adulterated/Refusal to Allow Inspection,,
12/24/2024,12/18/2024,"Sombra Cosmetics, Inc.",Center for Drug Evaluation and Research (CDER),CGMP/Finished Pharmaceuticals/Adulterated,,
12/19/2024,12/18/2024,DK Global Enterprises LLC d/b/a I Love Vape LLC / Matrix Wholesaler LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
12/19/2024,12/18/2024,SJ Trading LTD d/b/a Cloud Chasers Club,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
12/19/2024,12/18/2024,Elite Vapes,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
12/20/2024,12/18/2024,"E-liquid Brands, LLC",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
01/07/2025,12/16/2024,Indoco Remedies Limited,Center for Drug Evaluation and Research (CDER),CGMP/Finished Pharmaceuticals/Adulterated,,
01/07/2025,12/12/2024,"XO Biologix, LLC",Center for Biologics Evaluation and Research (CBER),Unapproved New Drugs/Adulterated,,
01/07/2025,12/04/2024,Candymar Produce Inc,Division of Southwest Imports,Foreign Supplier Verification Program (FSVP),,
01/07/2025,11/12/2024,Evolution Pets LLC,Center for Veterinary Medicine,New Animal Drug/Adulterated,,
01/07/2025,11/12/2024,HDFrenchies LLC dba Bully Baum,Center for Veterinary Medicine,New Animal Drug/Adulterated,,
01/07/2025,11/12/2024,Nutrition Strength Ltd.,Center for Veterinary Medicine,New Animal Drug/Adulterated,,
01/07/2025,11/12/2024,Veterinary Select Formula dba Allergic Pet,Center for Veterinary Medicine,New Animal Drug/Adulterated,,
01/07/2025,11/12/2024,Intermarket Industries Inc. dba Doc Ackerman Pet Products,Center for Veterinary Medicine,New Animal Drug/Adulterated,,
01/07/2025,11/12/2024,"Energetic Essences, LLC dba Pet Essences",Center for Veterinary Medicine,New Animal Drug/Adulterated,,
01/08/2025,01/08/2025,Ecig Charleston LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
01/10/2025,01/08/2025,"Reedhill Ventures LLC, d/b/a Vape On",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
11/19/2024,05/13/2024,Golden Shrimp Seafood Joint Stock Company,Center for Food Safety and Applied Nutrition,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,,11/22/2024
01/14/2025,12/09/2024,"Xoran Technologies, LLC",Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated/Misbranded,,
01/14/2025,12/06/2024,Randox Laboratories Limited,Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated,,
01/14/2025,12/19/2024,Integra LifeSciences Corporation,Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated,,
01/14/2025,12/18/2024,"Hologic, Inc.",Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated/Misbranded,,
01/14/2025,12/09/2024,"Phillips Precision, Inc.",Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated,,
02/28/2025,02/27/2025,Elk River Vapor Shop,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
02/28/2025,02/27/2025,The Vapor Club LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
10/22/2024,10/10/2024,"Namita A. Goyal, M.D.",Center for Biologics Evaluation and Research (CBER),Clinical Investigator,,02/19/2025
02/25/2025,02/14/2025,"Sperm Bank, Inc. dba Fertility Center of California",Center for Biologics Evaluation and Research (CBER),"Deviations/CFR/Regulations for Human Cells, Tissues & Cellular Products (HCT/Ps)",,
02/25/2025,01/27/2025,Garcia Fresh Vegetables LLC,Division of Southwest Imports,Foreign Supplier Verification Program (FSVP),,
02/25/2025,02/21/2025,"Loveli Design, LLC d/b/a Alice in Vapeland",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
02/25/2025,01/14/2025,Radhaswamy Inc. dba Raja Foods LLC,Division of Northeast Imports,Foreign Supplier Verification Program (FSVP),,
02/18/2025,01/29/2025,"AmWiner & Raphe Holdings, LLC  dba rapheGenerics Corp",Center for Drug Evaluation and Research (CDER),CGMP/Finished Pharmaceuticals/Adulterated,,
02/18/2025,02/10/2025,Marshalls Traditional Healthcare CC,Center for Drug Evaluation and Research (CDER),CGMP/Finished Pharmaceutical/Adulterated,,
02/18/2025,02/06/2025,Tyche Industries Ltd,Center for Drug Evaluation and Research (CDER),CGMP/Active Pharmaceutical Ingredient (API)/Adulterated,,
02/18/2025,02/05/2025,Jagsonpal Pharmaceuticals Limited,Center for Drug Evaluation and Research (CDER),CGMP/Finished Pharmaceutical/Adulterated,,
02/18/2025,02/10/2025,ABR Laboratory LLC,Center for Drug Evaluation and Research (CDER),CGMP/Finished Pharmaceutical/Adulterated,,
03/04/2025,02/25/2025,TKTX Numb Store,Center for Drug Evaluation and Research (CDER),Unapproved New Drug and Misbranded,,
03/04/2025,02/25/2025,TKTX Numbing Cream USA,Center for Drug Evaluation and Research (CDER),Unapproved New Drugs/Misbranded,,
03/04/2025,02/11/2025,"Chem-Tech, Ltd.",Center for Drug Evaluation and Research (CDER),CGMP/Finished Pharmaceuticals/Adulterated,,
03/04/2025,02/26/2025,Granules India Limited,Center for Drug Evaluation and Research (CDER),CGMP/Finished Pharmaceuticals/Adulterated,,
03/04/2025,02/25/2025,TKTX USA,Center for Drug Evaluation and Research (CDER),Unapproved New Drugs/Misbranded,,
03/04/2025,02/25/2025,TKTX Store,Center for Drug Evaluation and Research (CDER),Unapproved New Drugs/Misbranded,,
03/04/2025,11/05/2024,Mariscos Procesados - CAMPRESA - S.A.,Human Foods Program,Seafood HACCP/CGMP for Foods/Adulterated,,03/04/2025
01/09/2025,01/07/2025,"Elite Brothers, LLC",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
11/19/2024,11/01/2024,"Frontier Biologics, LLC",Center for Biologics Evaluation and Research,Unapproved New Drug/Unlicensed Biological Product Violations,,
07/16/2024,06/21/2024,Massachusetts Institute of Technology MIT,Center for Biologics Evaluation and Research (CBER),Bioresearch Monitoring Program/IRB,,02/12/2025
02/11/2025,02/04/2025,"ISOThrive, Inc.",Center for Drug Evaluation and Research (CDER),Clinical Investigator,,
02/11/2025,02/05/2025,"Chengdu Innovation Pharmaceutical Co., Ltd.",Center for Drug Evaluation and Research (CDER),CGMP/Active Pharmaceutical Ingredient (API)/Adulterated,,
02/11/2025,01/30/2025,Strukmyer LLC dba Strukmyer Medical,Center for Drug Evaluation and Research (CDER),CGMP/Finished Pharmaceuticals/Adulterated,,
02/11/2025,02/04/2025,"Wuhu Nuowei Chemistry Co., Ltd.",Center for Drug Evaluation and Research (CDER),CGMP/Active Pharmaceutical Ingredient (API)/Adulterated,,
02/18/2025,02/13/2025,Zenzi Pharmaceutical Industries Pvt. Ltd.,Center for Drug Evaluation and Research (CDER),Refusal to Provide Access to and Copying of Records,,
02/18/2025,01/21/2025,"Robbins Instruments, LLC","""ORP: Office of Regulatory Programs, Office of Product Evaluation and Quality""",Medical Device/Misbranded/Unapproved Device/Quality System Regulation,,
02/18/2025,02/14/2025,"Walker Enterprises, LLC d/b/a MaddCatt Vapor",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
02/18/2025,02/14/2025,Steep Slope Vape Supply,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
02/18/2025,02/14/2025,Route 66 Vapor,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
02/18/2025,02/14/2025,Smoke and Vape Inc d/b/a Backdoor Smoke Shop,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
