,trial_identifier,cro_involved,withdrawals,enrolled,start_date,completion_date,estimated_completion_date,dropout_rate,country,city,cro_name_standardized
688,NCT04881461,Syneos Health,56.0,445.0,2021-05-10,2023-09-26,,0.1258426966292135,Czechia,Tábor,Syneos Health
689,NCT04881461,Syneos Health,56.0,445.0,2021-05-10,2023-09-26,,0.1258426966292135,Czechia,České Budějovice,Syneos Health
690,NCT04881461,Syneos Health,56.0,445.0,2021-05-10,2023-09-26,,0.1258426966292135,Estonia,Tallinn,Syneos Health
691,NCT04881461,Syneos Health,56.0,445.0,2021-05-10,2023-09-26,,0.1258426966292135,France,Loiré,Syneos Health
692,NCT04881461,Syneos Health,56.0,445.0,2021-05-10,2023-09-26,,0.1258426966292135,France,Fenouillet,Syneos Health
693,NCT04881461,Syneos Health,56.0,445.0,2021-05-10,2023-09-26,,0.1258426966292135,France,Hyeres,Syneos Health
694,NCT04881461,Syneos Health,56.0,445.0,2021-05-10,2023-09-26,,0.1258426966292135,France,Joué-lés-Tours,Syneos Health
695,NCT04881461,Syneos Health,56.0,445.0,2021-05-10,2023-09-26,,0.1258426966292135,France,Paris,Syneos Health
696,NCT04881461,Syneos Health,56.0,445.0,2021-05-10,2023-09-26,,0.1258426966292135,France,Rezé,Syneos Health
697,NCT04881461,Syneos Health,56.0,445.0,2021-05-10,2023-09-26,,0.1258426966292135,France,Saint-Quentin,Syneos Health
698,NCT04881461,Syneos Health,56.0,445.0,2021-05-10,2023-09-26,,0.1258426966292135,France,Strasbourg,Syneos Health
699,NCT04881461,Syneos Health,56.0,445.0,2021-05-10,2023-09-26,,0.1258426966292135,France,Toulouse,Syneos Health
700,NCT04881461,Syneos Health,56.0,445.0,2021-05-10,2023-09-26,,0.1258426966292135,Latvia,Balvi,Syneos Health
701,NCT04881461,Syneos Health,56.0,445.0,2021-05-10,2023-09-26,,0.1258426966292135,Latvia,Daugavpils,Syneos Health
702,NCT04881461,Syneos Health,56.0,445.0,2021-05-10,2023-09-26,,0.1258426966292135,Latvia,Riga,Syneos Health
703,NCT04881461,Syneos Health,56.0,445.0,2021-05-10,2023-09-26,,0.1258426966292135,Latvia,Riga,Syneos Health
704,NCT04881461,Syneos Health,56.0,445.0,2021-05-10,2023-09-26,,0.1258426966292135,Latvia,Rēzekne,Syneos Health
705,NCT04881461,Syneos Health,56.0,445.0,2021-05-10,2023-09-26,,0.1258426966292135,Latvia,Ādaži,Syneos Health
706,NCT04881461,Syneos Health,56.0,445.0,2021-05-10,2023-09-26,,0.1258426966292135,Lithuania,Kaunas,Syneos Health
707,NCT04881461,Syneos Health,56.0,445.0,2021-05-10,2023-09-26,,0.1258426966292135,Lithuania,Kaunas,Syneos Health
708,NCT04881461,Syneos Health,56.0,445.0,2021-05-10,2023-09-26,,0.1258426966292135,Lithuania,Klaipėda,Syneos Health
709,NCT04881461,Syneos Health,56.0,445.0,2021-05-10,2023-09-26,,0.1258426966292135,Lithuania,Vilnius,Syneos Health
710,NCT04881461,Syneos Health,56.0,445.0,2021-05-10,2023-09-26,,0.1258426966292135,Lithuania,Vilnius,Syneos Health
711,NCT04881461,Syneos Health,56.0,445.0,2021-05-10,2023-09-26,,0.1258426966292135,Lithuania,Vilnius,Syneos Health
712,NCT04881461,Syneos Health,56.0,445.0,2021-05-10,2023-09-26,,0.1258426966292135,Lithuania,Vilnius,Syneos Health
713,NCT04881461,Syneos Health,56.0,445.0,2021-05-10,2023-09-26,,0.1258426966292135,Lithuania,Vilnius,Syneos Health
714,NCT04881461,Syneos Health,56.0,445.0,2021-05-10,2023-09-26,,0.1258426966292135,Poland,Kraków,Syneos Health
715,NCT04881461,Syneos Health,56.0,445.0,2021-05-10,2023-09-26,,0.1258426966292135,Poland,Tarnów,Syneos Health
716,NCT04881461,Syneos Health,56.0,445.0,2021-05-10,2023-09-26,,0.1258426966292135,Poland,Poznań,Syneos Health
717,NCT04881461,Syneos Health,56.0,445.0,2021-05-10,2023-09-26,,0.1258426966292135,Poland,Kielce,Syneos Health
718,NCT04881461,Syneos Health,56.0,445.0,2021-05-10,2023-09-26,,0.1258426966292135,Poland,Kraków,Syneos Health
719,NCT04881461,Syneos Health,56.0,445.0,2021-05-10,2023-09-26,,0.1258426966292135,Poland,Kraków,Syneos Health
720,NCT04881461,Syneos Health,56.0,445.0,2021-05-10,2023-09-26,,0.1258426966292135,Poland,Kraków,Syneos Health
721,NCT04881461,Syneos Health,56.0,445.0,2021-05-10,2023-09-26,,0.1258426966292135,Poland,Lublin,Syneos Health
722,NCT04881461,Syneos Health,56.0,445.0,2021-05-10,2023-09-26,,0.1258426966292135,Poland,Poznań,Syneos Health
723,NCT04881461,Syneos Health,56.0,445.0,2021-05-10,2023-09-26,,0.1258426966292135,Poland,Poznań,Syneos Health
724,NCT04881461,Syneos Health,56.0,445.0,2021-05-10,2023-09-26,,0.1258426966292135,Poland,Rzeszów,Syneos Health
725,NCT04881461,Syneos Health,56.0,445.0,2021-05-10,2023-09-26,,0.1258426966292135,Poland,Tomaszów Mazowiecki,Syneos Health
726,NCT04881461,Syneos Health,56.0,445.0,2021-05-10,2023-09-26,,0.1258426966292135,Poland,Wrocław,Syneos Health
727,NCT04881461,Syneos Health,56.0,445.0,2021-05-10,2023-09-26,,0.1258426966292135,Poland,Wrocław,Syneos Health
728,NCT04881461,Syneos Health,56.0,445.0,2021-05-10,2023-09-26,,0.1258426966292135,Poland,Wrocław,Syneos Health
768,NCT05723692,ICON plc,,56.0,2023-01-17,2023-10-27,,,United States,Lenexa,ICON plc
769,NCT06662539,Parexel,,494.0,2024-12-09,,2025-10-06,,United States,Birmingham,Parexel
770,NCT06662539,Parexel,,494.0,2024-12-09,,2025-10-06,,United States,Boca Raton,Parexel
771,NCT06662539,Parexel,,494.0,2024-12-09,,2025-10-06,,United States,Clearwater,Parexel
772,NCT06662539,Parexel,,494.0,2024-12-09,,2025-10-06,,United States,Miami,Parexel
773,NCT06662539,Parexel,,494.0,2024-12-09,,2025-10-06,,United States,Pompano Beach,Parexel
774,NCT06662539,Parexel,,494.0,2024-12-09,,2025-10-06,,United States,West Palm Beach,Parexel
775,NCT06662539,Parexel,,494.0,2024-12-09,,2025-10-06,,United States,Chicago,Parexel
776,NCT06662539,Parexel,,494.0,2024-12-09,,2025-10-06,,United States,Wichita,Parexel
777,NCT06662539,Parexel,,494.0,2024-12-09,,2025-10-06,,United States,Lexington,Parexel
778,NCT06662539,Parexel,,494.0,2024-12-09,,2025-10-06,,United States,Butte,Parexel
779,NCT06662539,Parexel,,494.0,2024-12-09,,2025-10-06,,United States,Bronx,Parexel
780,NCT06662539,Parexel,,494.0,2024-12-09,,2025-10-06,,United States,Charlotte,Parexel
781,NCT06662539,Parexel,,494.0,2024-12-09,,2025-10-06,,United States,Greensboro,Parexel
782,NCT06662539,Parexel,,494.0,2024-12-09,,2025-10-06,,United States,New Bern,Parexel
783,NCT06662539,Parexel,,494.0,2024-12-09,,2025-10-06,,United States,Norman,Parexel
784,NCT06662539,Parexel,,494.0,2024-12-09,,2025-10-06,,United States,Duncansville,Parexel
785,NCT06662539,Parexel,,494.0,2024-12-09,,2025-10-06,,United States,Knoxville,Parexel
786,NCT06662539,Parexel,,494.0,2024-12-09,,2025-10-06,,United States,San Antonio,Parexel
787,NCT06662539,Parexel,,494.0,2024-12-09,,2025-10-06,,United States,Manassas,Parexel
788,NCT06662539,Parexel,,494.0,2024-12-09,,2025-10-06,,Poland,Krakow,Parexel
789,NCT06662539,Parexel,,494.0,2024-12-09,,2025-10-06,,Poland,Siedlce,Parexel
790,NCT06662539,Parexel,,494.0,2024-12-09,,2025-10-06,,Poland,Warszawa,Parexel
791,NCT06662539,Parexel,,494.0,2024-12-09,,2025-10-06,,Poland,Warszawa,Parexel
792,NCT06662539,Parexel,,494.0,2024-12-09,,2025-10-06,,Poland,Warszawa,Parexel
793,NCT06662539,Parexel,,494.0,2024-12-09,,2025-10-06,,Poland,Warszawa,Parexel
794,NCT06662539,Parexel,,494.0,2024-12-09,,2025-10-06,,Poland,Olsztyn,Parexel
795,NCT06662539,Parexel,,494.0,2024-12-09,,2025-10-06,,Romania,Craiova,Parexel
796,NCT06662539,Parexel,,494.0,2024-12-09,,2025-10-06,,Romania,Bucuresti,Parexel
797,NCT06662539,Parexel,,494.0,2024-12-09,,2025-10-06,,Romania,Bucuresti,Parexel
798,NCT06662539,Parexel,,494.0,2024-12-09,,2025-10-06,,Romania,Bucuresti,Parexel
799,NCT06662539,Parexel,,494.0,2024-12-09,,2025-10-06,,Romania,Bucuresti,Parexel
800,NCT06662539,Parexel,,494.0,2024-12-09,,2025-10-06,,Romania,Constanta,Parexel
804,NCT04441099,Cmed Clinical Services,,12.0,2020-06-19,2023-08-14,,,United States,Nashville,Cmed
805,NCT04441099,Cmed Clinical Services,,12.0,2020-06-19,2023-08-14,,,United States,Houston,Cmed
806,NCT04441099,Cmed Clinical Services,,12.0,2020-06-19,2023-08-14,,,United States,San Antonio,Cmed
807,NCT03752398,ICON plc,,198.0,2019-05-01,2024-02-15,,,United States,San Diego,ICON plc
808,NCT03752398,ICON plc,,198.0,2019-05-01,2024-02-15,,,United States,Aurora,ICON plc
809,NCT03752398,ICON plc,,198.0,2019-05-01,2024-02-15,,,United States,Denver,ICON plc
810,NCT03752398,ICON plc,,198.0,2019-05-01,2024-02-15,,,United States,Sarasota,ICON plc
811,NCT03752398,ICON plc,,198.0,2019-05-01,2024-02-15,,,United States,Atlanta,ICON plc
812,NCT03752398,ICON plc,,198.0,2019-05-01,2024-02-15,,,United States,Iowa City,ICON plc
813,NCT03752398,ICON plc,,198.0,2019-05-01,2024-02-15,,,United States,Ann Arbor,ICON plc
814,NCT03752398,ICON plc,,198.0,2019-05-01,2024-02-15,,,United States,Saint Louis,ICON plc
815,NCT03752398,ICON plc,,198.0,2019-05-01,2024-02-15,,,United States,New York,ICON plc
816,NCT03752398,ICON plc,,198.0,2019-05-01,2024-02-15,,,United States,Durham,ICON plc
817,NCT03752398,ICON plc,,198.0,2019-05-01,2024-02-15,,,United States,Portland,ICON plc
818,NCT03752398,ICON plc,,198.0,2019-05-01,2024-02-15,,,United States,Philadelphia,ICON plc
819,NCT03752398,ICON plc,,198.0,2019-05-01,2024-02-15,,,United States,Pittsburgh,ICON plc
820,NCT03752398,ICON plc,,198.0,2019-05-01,2024-02-15,,,United States,Dallas,ICON plc
821,NCT03752398,ICON plc,,198.0,2019-05-01,2024-02-15,,,United States,Houston,ICON plc
822,NCT03752398,ICON plc,,198.0,2019-05-01,2024-02-15,,,United States,Salt Lake City,ICON plc
823,NCT03752398,ICON plc,,198.0,2019-05-01,2024-02-15,,,United States,Charlottesville,ICON plc
824,NCT03752398,ICON plc,,198.0,2019-05-01,2024-02-15,,,United States,Seattle,ICON plc
825,NCT04294654,ICON plc,,82.0,2020-02-28,2022-07-06,,,Estonia,Tallinn,ICON plc
826,NCT04294654,ICON plc,,82.0,2020-02-28,2022-07-06,,,France,Viersat,ICON plc
827,NCT04294654,ICON plc,,82.0,2020-02-28,2022-07-06,,,France,Villeurbanne,ICON plc
828,NCT04294654,ICON plc,,82.0,2020-02-28,2022-07-06,,,Italy,Brescia,ICON plc
829,NCT04294654,ICON plc,,82.0,2020-02-28,2022-07-06,,,Italy,Perugia,ICON plc
830,NCT04294654,ICON plc,,82.0,2020-02-28,2022-07-06,,,Italy,Chieti,ICON plc
831,NCT04294654,ICON plc,,82.0,2020-02-28,2022-07-06,,,Italy,Rome,ICON plc
832,NCT04294654,ICON plc,,82.0,2020-02-28,2022-07-06,,,"Korea, Republic of",Goyang-si,ICON plc
833,NCT04294654,ICON plc,,82.0,2020-02-28,2022-07-06,,,"Korea, Republic of",Seongnam-si,ICON plc
834,NCT04294654,ICON plc,,82.0,2020-02-28,2022-07-06,,,"Korea, Republic of",Gwangju-si,ICON plc
835,NCT04294654,ICON plc,,82.0,2020-02-28,2022-07-06,,,"Korea, Republic of",Seoul,ICON plc
836,NCT04294654,ICON plc,,82.0,2020-02-28,2022-07-06,,,"Korea, Republic of",Seoul,ICON plc
837,NCT04294654,ICON plc,,82.0,2020-02-28,2022-07-06,,,Poland,Poznan,ICON plc
838,NCT04294654,ICON plc,,82.0,2020-02-28,2022-07-06,,,Poland,Bialystok,ICON plc
839,NCT04294654,ICON plc,,82.0,2020-02-28,2022-07-06,,,Poland,Bydgoszcz,ICON plc
840,NCT04294654,ICON plc,,82.0,2020-02-28,2022-07-06,,,Poland,Katowice,ICON plc
841,NCT04294654,ICON plc,,82.0,2020-02-28,2022-07-06,,,Poland,Kielce,ICON plc
842,NCT04294654,ICON plc,,82.0,2020-02-28,2022-07-06,,,Poland,Leszno,ICON plc
843,NCT04294654,ICON plc,,82.0,2020-02-28,2022-07-06,,,Poland,Lublin,ICON plc
844,NCT04294654,ICON plc,,82.0,2020-02-28,2022-07-06,,,Poland,Pruszcz Gdanski,ICON plc
845,NCT04294654,ICON plc,,82.0,2020-02-28,2022-07-06,,,Spain,Barcelona,ICON plc
846,NCT04294654,ICON plc,,82.0,2020-02-28,2022-07-06,,,Spain,Valladolid,ICON plc
847,NCT04294654,ICON plc,,82.0,2020-02-28,2022-07-06,,,Spain,Valladolid,ICON plc
848,NCT04294654,ICON plc,,82.0,2020-02-28,2022-07-06,,,Spain,Vigo,ICON plc
849,NCT05670782,Parexel,,314.0,2022-07-19,,2025-10-30,,United States,Glendale,Parexel
850,NCT05670782,Parexel,,314.0,2022-07-19,,2025-10-30,,United States,San Diego,Parexel
851,NCT05670782,Parexel,,314.0,2022-07-19,,2025-10-30,,United States,Royal Oak,Parexel
852,NCT06691386,Celerion,,64.0,2023-02-06,2023-05-10,,,United States,Bentonville,Celerion
853,NCT06691386,Celerion,,64.0,2023-02-06,2023-05-10,,,United States,Springfield,Celerion
854,NCT06721143,George Clinical,,36.0,2025-01-23,,2026-01-31,,United States,Miami,George Clinical
855,NCT06731075,"InClin, Inc.",,300.0,2025-03-15,,2026-04-25,,United States,Dallas,InClin
857,NCT05629234,Parexel,,37.0,2023-05-08,,2027-02-22,,China,Beijing,Parexel
858,NCT05629234,Parexel,,37.0,2023-05-08,,2027-02-22,,China,Chongqing,Parexel
859,NCT05629234,Parexel,,37.0,2023-05-08,,2027-02-22,,China,Shanghai,Parexel
860,NCT05629234,Parexel,,37.0,2023-05-08,,2027-02-22,,China,Yangzhou,Parexel
861,NCT05629234,Parexel,,37.0,2023-05-08,,2027-02-22,,China,Zhengzhou,Parexel
862,NCT05629234,Parexel,,37.0,2023-05-08,,2027-02-22,,France,Villejuif Cedex,Parexel
863,NCT05629234,Parexel,,37.0,2023-05-08,,2027-02-22,,"Korea, Republic of",Cheongju-si,Parexel
864,NCT05629234,Parexel,,37.0,2023-05-08,,2027-02-22,,"Korea, Republic of",Dong-gu,Parexel
865,NCT05629234,Parexel,,37.0,2023-05-08,,2027-02-22,,"Korea, Republic of",Goyang-si,Parexel
866,NCT05629234,Parexel,,37.0,2023-05-08,,2027-02-22,,"Korea, Republic of",Seongnam-si,Parexel
867,NCT05629234,Parexel,,37.0,2023-05-08,,2027-02-22,,"Korea, Republic of",Seoul,Parexel
868,NCT05629234,Parexel,,37.0,2023-05-08,,2027-02-22,,"Korea, Republic of",Seoul,Parexel
869,NCT05629234,Parexel,,37.0,2023-05-08,,2027-02-22,,"Korea, Republic of",Seoul,Parexel
870,NCT05629234,Parexel,,37.0,2023-05-08,,2027-02-22,,"Korea, Republic of",Seoul,Parexel
871,NCT05629234,Parexel,,37.0,2023-05-08,,2027-02-22,,"Korea, Republic of",Seoul,Parexel
872,NCT05629234,Parexel,,37.0,2023-05-08,,2027-02-22,,Malaysia,Georgetown,Parexel
873,NCT05629234,Parexel,,37.0,2023-05-08,,2027-02-22,,Malaysia,Johor Bahru,Parexel
874,NCT05629234,Parexel,,37.0,2023-05-08,,2027-02-22,,Malaysia,Kuantan,Parexel
875,NCT05629234,Parexel,,37.0,2023-05-08,,2027-02-22,,Malaysia,Kuching,Parexel
876,NCT05629234,Parexel,,37.0,2023-05-08,,2027-02-22,,Poland,Szczecin,Parexel
877,NCT05629234,Parexel,,37.0,2023-05-08,,2027-02-22,,Taiwan,Kaohsiung,Parexel
878,NCT05629234,Parexel,,37.0,2023-05-08,,2027-02-22,,Taiwan,Taichung,Parexel
879,NCT05629234,Parexel,,37.0,2023-05-08,,2027-02-22,,Taiwan,Tainan,Parexel
880,NCT05629234,Parexel,,37.0,2023-05-08,,2027-02-22,,Taiwan,Tainan,Parexel
881,NCT05629234,Parexel,,37.0,2023-05-08,,2027-02-22,,Taiwan,Taipei,Parexel
882,NCT05629234,Parexel,,37.0,2023-05-08,,2027-02-22,,Taiwan,Taoyuan,Parexel
883,NCT05629234,Parexel,,37.0,2023-05-08,,2027-02-22,,United Kingdom,Nottingham,Parexel
985,NCT05414422,Precision For Medicine,,102.0,2022-02-01,2022-11-10,,,United States,Little Rock,Precision for Medicine
986,NCT05414422,Precision For Medicine,,102.0,2022-02-01,2022-11-10,,,United States,Garden Grove,Precision for Medicine
987,NCT05414422,Precision For Medicine,,102.0,2022-02-01,2022-11-10,,,United States,La Jolla,Precision for Medicine
988,NCT05414422,Precision For Medicine,,102.0,2022-02-01,2022-11-10,,,United States,Lemon Grove,Precision for Medicine
989,NCT05414422,Precision For Medicine,,102.0,2022-02-01,2022-11-10,,,United States,Orange,Precision for Medicine
990,NCT05414422,Precision For Medicine,,102.0,2022-02-01,2022-11-10,,,United States,Miami,Precision for Medicine
991,NCT05414422,Precision For Medicine,,102.0,2022-02-01,2022-11-10,,,United States,Marietta,Precision for Medicine
992,NCT05414422,Precision For Medicine,,102.0,2022-02-01,2022-11-10,,,United States,Berlin,Precision for Medicine
993,NCT05414422,Precision For Medicine,,102.0,2022-02-01,2022-11-10,,,United States,Princeton,Precision for Medicine
994,NCT05414422,Precision For Medicine,,102.0,2022-02-01,2022-11-10,,,United States,Dayton,Precision for Medicine
995,NCT05414422,Precision For Medicine,,102.0,2022-02-01,2022-11-10,,,United States,North Canton,Precision for Medicine
996,NCT05414422,Precision For Medicine,,102.0,2022-02-01,2022-11-10,,,United States,DeSoto,Precision for Medicine
997,NCT05414422,Precision For Medicine,,102.0,2022-02-01,2022-11-10,,,United States,Richardson,Precision for Medicine
998,NCT05414422,Precision For Medicine,,102.0,2022-02-01,2022-11-10,,,Germany,Frankfurt,Precision for Medicine
999,NCT05414422,Precision For Medicine,,102.0,2022-02-01,2022-11-10,,,Germany,Mittweida,Precision for Medicine
1000,NCT05414422,Precision For Medicine,,102.0,2022-02-01,2022-11-10,,,Germany,Schwerin,Precision for Medicine
1001,NCT05414422,Precision For Medicine,,102.0,2022-02-01,2022-11-10,,,Germany,Würzburg,Precision for Medicine
1002,NCT05414422,Precision For Medicine,,102.0,2022-02-01,2022-11-10,,,Poland,Gdańsk,Precision for Medicine
1003,NCT05414422,Precision For Medicine,,102.0,2022-02-01,2022-11-10,,,Poland,Gdańsk,Precision for Medicine
1004,NCT05414422,Precision For Medicine,,102.0,2022-02-01,2022-11-10,,,Poland,Tuszyn,Precision for Medicine
1005,NCT05414422,Precision For Medicine,,102.0,2022-02-01,2022-11-10,,,Poland,Świecie,Precision for Medicine
1007,NCT04915404,Worldwide Clinical Trials,,5.0,2022-12-07,2023-12-30,,,Poland,Gdańsk,Worldwide Clinical Trials
1008,NCT04915404,Worldwide Clinical Trials,,5.0,2022-12-07,2023-12-30,,,Poland,Warszawa,Worldwide Clinical Trials
1009,NCT04550234,Parexel,,25.0,2021-04-13,2021-07-15,,,Germany,Berlin,Parexel
1011,NCT04676867,Covance,22.0,227.0,2021-01-11,2021-05-17,,0.0969162995594713,Canada,Montréal,Fortrea
1012,NCT06723756,Parexel,,105.0,2025-01-23,2025-06-01,,,United States,Brooklyn,Parexel
1092,NCT06639087,Parexel,,8.0,2024-09-27,2025-05-29,,,Bulgaria,Sofia,Parexel
1093,NCT07024823,Parexel,,164.0,2025-06-10,,2026-05-01,,United States,Glendale,Parexel
1096,NCT04752358,ICON plc,3.0,3.0,2021-09-15,2023-06-09,,1.0,United States,Duarte,ICON plc
1097,NCT04752358,ICON plc,3.0,3.0,2021-09-15,2023-06-09,,1.0,United States,Chicago,ICON plc
1098,NCT04752358,ICON plc,3.0,3.0,2021-09-15,2023-06-09,,1.0,United States,Saint Louis,ICON plc
1099,NCT04752358,ICON plc,3.0,3.0,2021-09-15,2023-06-09,,1.0,United States,New York,ICON plc
1100,NCT04752358,ICON plc,3.0,3.0,2021-09-15,2023-06-09,,1.0,United States,Oklahoma City,ICON plc
1101,NCT04752358,ICON plc,3.0,3.0,2021-09-15,2023-06-09,,1.0,United States,Portland,ICON plc
1102,NCT04752358,ICON plc,3.0,3.0,2021-09-15,2023-06-09,,1.0,United States,Houston,ICON plc
1103,NCT04752358,ICON plc,3.0,3.0,2021-09-15,2023-06-09,,1.0,United States,Madison,ICON plc
1104,NCT04752358,ICON plc,3.0,3.0,2021-09-15,2023-06-09,,1.0,Canada,Toronto,ICON plc
1105,NCT04752358,ICON plc,3.0,3.0,2021-09-15,2023-06-09,,1.0,Canada,Montreal,ICON plc
1106,NCT04752358,ICON plc,3.0,3.0,2021-09-15,2023-06-09,,1.0,Spain,la Vall d'Hebron,ICON plc
1107,NCT04752358,ICON plc,3.0,3.0,2021-09-15,2023-06-09,,1.0,Spain,Córdoba,ICON plc
1108,NCT04752358,ICON plc,3.0,3.0,2021-09-15,2023-06-09,,1.0,Spain,Ibáñez,ICON plc
1109,NCT04752358,ICON plc,3.0,3.0,2021-09-15,2023-06-09,,1.0,Spain,Madrid,ICON plc
1110,NCT04752358,ICON plc,3.0,3.0,2021-09-15,2023-06-09,,1.0,Spain,Madrid,ICON plc
1111,NCT04752358,ICON plc,3.0,3.0,2021-09-15,2023-06-09,,1.0,Spain,Navarro,ICON plc
1112,NCT04752358,ICON plc,3.0,3.0,2021-09-15,2023-06-09,,1.0,Spain,Sevilla,ICON plc
1114,NCT05630677,Parexel,,21.0,2022-11-04,2023-02-09,,,United States,Brooklyn,Parexel
1155,NCT05065463,Parexel,,3.0,2022-08-10,2022-11-23,,,Poland,Gdańsk,Parexel
1177,NCT06941025,ICON plc,,10.0,2025-06-30,,2034-12-31,,United States,Washington,ICON plc
1178,NCT06941025,ICON plc,,10.0,2025-06-30,,2034-12-31,,Germany,Berlin,ICON plc
1179,NCT06941025,ICON plc,,10.0,2025-06-30,,2034-12-31,,Italy,Rome,ICON plc
1180,NCT06941025,ICON plc,,10.0,2025-06-30,,2034-12-31,,Spain,Madrid,ICON plc
1181,NCT06941025,ICON plc,,10.0,2025-06-30,,2034-12-31,,United Kingdom,London,ICON plc
1182,NCT04911725,Biotrial,,38.0,2021-03-23,2021-05-24,,,France,Rennes,Biotrial
1183,NCT05440643,Parexel,,192.0,2022-09-07,,2026-01-31,,United States,Little Rock,Parexel
1184,NCT05440643,Parexel,,192.0,2022-09-07,,2026-01-31,,United States,Los Angeles,Parexel
1185,NCT05440643,Parexel,,192.0,2022-09-07,,2026-01-31,,United States,Los Angeles,Parexel
1186,NCT05440643,Parexel,,192.0,2022-09-07,,2026-01-31,,United States,Palo Alto,Parexel
1187,NCT05440643,Parexel,,192.0,2022-09-07,,2026-01-31,,United States,Rolling Hills Estates,Parexel
1188,NCT05440643,Parexel,,192.0,2022-09-07,,2026-01-31,,United States,San Diego,Parexel
1189,NCT05440643,Parexel,,192.0,2022-09-07,,2026-01-31,,United States,Walnut Creek,Parexel
1190,NCT05440643,Parexel,,192.0,2022-09-07,,2026-01-31,,United States,Aurora,Parexel
1191,NCT05440643,Parexel,,192.0,2022-09-07,,2026-01-31,,United States,Hialeah,Parexel
1192,NCT05440643,Parexel,,192.0,2022-09-07,,2026-01-31,,United States,Tampa,Parexel
1193,NCT05440643,Parexel,,192.0,2022-09-07,,2026-01-31,,United States,Tampa,Parexel
1194,NCT05440643,Parexel,,192.0,2022-09-07,,2026-01-31,,United States,Atlanta,Parexel
1195,NCT05440643,Parexel,,192.0,2022-09-07,,2026-01-31,,United States,Chicago,Parexel
1196,NCT05440643,Parexel,,192.0,2022-09-07,,2026-01-31,,United States,Normal,Parexel
1197,NCT05440643,Parexel,,192.0,2022-09-07,,2026-01-31,,United States,Louisville,Parexel
1198,NCT05440643,Parexel,,192.0,2022-09-07,,2026-01-31,,United States,Lafayette,Parexel
1199,NCT05440643,Parexel,,192.0,2022-09-07,,2026-01-31,,United States,Baltimore,Parexel
1200,NCT05440643,Parexel,,192.0,2022-09-07,,2026-01-31,,United States,White Marsh,Parexel
1201,NCT05440643,Parexel,,192.0,2022-09-07,,2026-01-31,,United States,Boston,Parexel
1202,NCT05440643,Parexel,,192.0,2022-09-07,,2026-01-31,,United States,Boston,Parexel
1203,NCT05440643,Parexel,,192.0,2022-09-07,,2026-01-31,,United States,Ann Arbor,Parexel
1204,NCT05440643,Parexel,,192.0,2022-09-07,,2026-01-31,,United States,Great Neck,Parexel
